record_id,vedecky_nazev,cesky_nazev,status_v_CR,cast_rostliny,domena,poddomena,status_znalosti,aplikovatelnost_v_CR,typicke_lokality_v_CR,obdobi_ziskani,fenologicka_faze,zpusob_pripravy_nebo_vyuziti,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_CR,dukaznost_typ,dukaznost_skore,zdroj_id_1,zdroj_id_2,poznamka,record_numeric_id,is_trvanlive_1m_plus,is_jadro_bezne_1m_plus,domena_slug,status_znalosti_slug,aplikovatelnost_slug,dukaznost_rank,ma_druhy_zdroj,obdobi_mesic_od,obdobi_mesic_do,cast_rostliny_skupina,cast_rostliny_je_kombinovana,poddomena_kategorie,poddomena_kategorie_confidence,status_contains_puvodni,status_contains_zdomacnely,status_contains_pestovany,status_contains_zplanujici,status_contains_invazni,status_cetnost
R259,Primula elatior,prvosenka vyšší,"původní, lokálně běžná",mladé listy,potrava,časné listy syrové / do polévky,téměř zapomenuté,střední,"vlhčí listnaté lesy, stinné lemy, humózní svahy a starší parky",III–IV,měkké přízemní listy ještě před hrubnutím a před plným rozkvětem,"Sbírat jen pár mladých listů z hojnějších trsů, použít je syrové do směsi nebo krátce přidat do jarní polévky.","Velmi raná a nenápadná lesní listová zelenina pro uživatele, kteří chtějí jít hlouběji než po běžných plevelech.","jemná, měkká, nevýrazně zelená",slabě listový,neaplikovatelné,"Sbírat jen tam, kde je druh opravdu hojný; nejde o rostlinu pro velkoobjemový sběr.",,"V lučních a chráněných lokalitách být zdrženlivý a sbírat jen malé množství z míst, kde je sběr legální.",kurátorovaný botanický zdroj,D,S98,,Březnové rozšíření směrem k velmi časným listům stinných stanovišť.,259,False,False,potrava,temer_zapomenute,stredni,2,False,3,4,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R260,Primula veris,prvosenka jarní,"původní, lokálně běžná",mladé listy,potrava,časné listy syrové / do polévky / jako čajová náhražka,téměř zapomenuté,střední,"světlejší louky, remízky, okraje lesů, suché až mezofilní trávníky",III–IV,nejmladší listy v přízemní růžici před plným kvetením,Mladé listy přidávat v malém množství do směsí nebo do jarní polévky; lze je i sušit a používat jako jednoduchou čajovou náhražku.,"Časná jarní listová surovina, která dává smysl hlavně pro rozšíření repertoáru o opravdu časné luční druhy.","spíše jemná, lehce bylinná",slabý zelený,neaplikovatelné,"Listy nejsou chuťově výjimečné, takže sběr má smysl jen střídmý; nepustošit květné louky kvůli hrsti listů.",U citlivých osob opatrnost na saponiny a při souběžném užívání léků na srážlivost.,"Sbírat jen střídmě a tam, kde je druh na lokalitě hojný a sběr je legální.",kurátorovaný botanický zdroj,D,S97,,Březnová vlna se rozšiřuje i o časně sbíratelné prvosenkové listy.,260,False,False,potrava,temer_zapomenute,stredni,2,False,3,4,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,lokalne_bezny
R261,Primula veris,prvosenka jarní,"původní, lokálně běžná",květy,potrava,květy do salátu / ozdoby / konzervy,méně známé,střední,"světlejší louky, remízky, okraje lesů, suché až mezofilní trávníky",IV–V,čerstvě rozvinuté voňavé květy,"Květy používat čerstvé jako jedlou ozdobu nebo je zpracovat do menší domácí konzervy, případně do tradičněji laděného jarního květního nápoje.",Jemná květní jarní surovina s přesahem do domácích sladších konzerv a tradičnějších květních nápojů.,"jemně květní, lehce medová",výrazněji jarně květní,neaplikovatelné,Netrhat ve velkém celé květy z málo početných lokalit; sběr má být spíš symbolický než objemový.,U citlivých osob opatrnost na saponiny; při užívání antikoagulancií a v těhotenství konzervativní přístup.,Sbírat jen malé množství z hojných porostů a vyhnout se chráněným nebo citlivým lokalitám.,kurátorovaný botanický zdroj,D,S97,,Přemosťuje březen do května a dává datasetu i jemnější jarní květní konzervové směry.,261,True,False,potrava,mene_zname,stredni,2,False,4,5,kvetni_cast,False,cerstva_potrava,medium,True,False,False,False,False,lokalne_bezny
R262,Lamium purpureum,hluchavka nachová,"původní, velmi běžná",mladé listy a vrcholky,potrava,mladé vrcholky syrové / krátce vařené,méně známé,vysoká,"zahrady, záhony, okraje cest, pole, ruderální místa, spáry a městské kouty",III–V,měkké vrcholky před zhrubnutím a před plným odkvětem,Vrcholky používat syrové po menším množství do jarních směsí nebo je krátce podusit s další zelení jako městsky dostupnou listovou složku.,"Nenápadná a snadno dostupná jarní zeleň z mikrostanovišť, která lidé obvykle míjejí bez povšimnutí.","jemná, lehce zelená, mírně zemitá",slabě bylinný,neaplikovatelné,"Sbírat jen z opravdu čistých míst mimo psí zóny, krajnice a chemicky ošetřené záhony.",,Velmi běžný druh; prakticky nejbezpečnější je sběr ze zahrad nebo čistých městských mikrostanovišť.,kurátorovaný botanický zdroj,D,S99,,"Březnově-dubnová vlna přidává i málo zmiňované, ale velmi dostupné městské a zahradní druhy.",262,False,False,potrava,mene_zname,vysoka,2,False,3,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,velmi_bezny
R263,Lamium album,hluchavka bílá,"původní, běžná",mladé listy,potrava,mladé listy syrové / vařené,méně známé,střední až vysoká,"živé ploty, okraje cest, křoviny, lesní lemy, zahrady, ruderální místa",III–V,nejmladší listy a měkké vrcholky před zhrubnutím,Mladé listy použít syrové do směsí nebo je vařit spolu s další jarní zelení; samostatně jsou spíš jemné než výrazné.,"Další tichý, ale použitelný jarní druh z živých plotů a lemů, vhodný hlavně do směsných sběrů.","jemná, lehce travnatá",slabě bylinný,neaplikovatelné,Sbírat z čistých míst a nesahat po listech z okrasných nebo chemicky ošetřených výsadeb.,,"Sbírat střídmě a hlavně z běžných, snadno přístupných a čistých porostů.",kurátorovaný botanický zdroj,D,S100,,Posiluje březnový a dubnový repertoár o další málo doceňovanou hluchavku.,263,False,False,potrava,mene_zname,stredni_az_vysoka,2,False,3,5,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,bezny
R264,Lamium album,hluchavka bílá,"původní, běžná",květy,pití,sušené květy na jemný čaj,téměř zapomenuté,střední,"živé ploty, křoviny, lemy cest, zahrady a ruderální okraje",V–IX + sušení,čerstvě rozvité bílé květy sbírané za sucha,Květy šetrně usušit a používat na jemný bylinný čaj nebo jako zjemňující složku domácích směsí.,"Lehká a poměrně příjemná květní čajovina z velmi běžné, ale přehlížené rostliny.","jemná, lehce nasládlá, květní",slabě medový,neaplikovatelné,"Sbírat jen suché, čisté květy; nezapařit je při sušení a brát je spíš jako jemnou čajovou surovinu než jako silnou bylinu.",,Běžný druh; vhodný hlavně ze zahradních a křovinných porostů bez chemického ošetření.,kurátorovaný botanický zdroj,D,S100,,"Květnová vlna vědomě přidává i tiché čajové suroviny, které nejsou v moderním foragingu moc vidět.",264,True,False,piti,temer_zapomenute,stredni,2,False,5,9,kvetni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R265,Alliaria petiolata,česnáček lékařský,"původní, běžný",mladé listy,potrava,časné listy do salátu / jako dochucení,méně známé,vysoká,"křoviny, lesní lemy, stinnější zídky, staré sady, vlhčí polostinná místa",III–V,mladé listy před plným kvetením,Listy používat syrové do salátů a pomazánek nebo po malém množství do vařených jídel jako česnekově-hořčičné dochucení.,"Brzy dostupná kořenná listová bylina, která dobře překlene období před česnekem medvědím a dalšími výraznějšími zeleněmi.","česnekově-hořčičná, lehce štiplavá","česnekový, brukvovitý",neaplikovatelné,Jako brukvovitá může ve větším množství dráždit citlivější trávení; sbírat mimo znečištěná městská stinná místa.,U citlivějších osob opatrnost při vyšším množství brukvovitých.,"Běžný druh; sběr v malém z běžných porostů je prakticky dostupný, ale vždy mimo chráněné lokality a znečištěná místa.",kurátorovaný botanický zdroj,D,S101,,Přidává do března a dubna silnější chuťový most mezi listovou zelení a kořením.,265,False,False,potrava,mene_zname,vysoka,2,False,3,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,bezny
R266,Alliaria petiolata,česnáček lékařský,"původní, běžný",květy a mladé šešulky,potrava,květy a mladé šešulky syrové jako kořeněná složka,téměř zapomenuté,střední až vysoká,"křoviny, lesní lemy, starší parky, zídky a stinná rumiště",V–VI,otevřené květy a velmi mladé měkké šešulky,"Květy a ještě měkké mladé šešulky používat syrové po malém množství jako pikantní, česnekově-hořčičný detail do jídel.","Květnová nadstavba česnáčku, která rozšiřuje sběr i po odeznění nejlepších listů.","pikantní, česnekově-hořčičný",výrazně brukvovitý,neaplikovatelné,"Sbírat jen mladé, měkké šešulky; starší části rychle hrubnou a chuť bývá tvrdší.",U citlivějších osob opatrnost při vyšším množství brukvovitých.,Běžný druh; sbírat střídmě a jen z čistých míst.,kurátorovaný botanický zdroj,D,S101,,Květnová vlna doplňuje i méně zmiňované pozdější části česnáčku.,266,False,False,potrava,temer_zapomenute,stredni_az_vysoka,2,False,5,6,kvetni_cast,False,ostatni_specialni,low,True,False,False,False,False,bezny
R267,Robinia pseudoacacia,trnovník akát,"nepůvodní, zdomácnělý a běžný",květy,potrava,květy vařené / nápoj / zavařenina,méně známé,střední,"teplejší stráně, aleje, remízky, suché meze, městské a příměstské výsadby",V–VI,čerstvě rozvinuté voňavé květní hrozny,"Sbírat jen samotné květy bez zelených částí a používat je vařené do sladších jídel, do domácí zavařeniny nebo na voňavý květní nápoj.",Výrazně aromatická květnová surovina s potenciálem pro nápojové a sladké uchování.,"sladce květní, lehce vanilkový",silně medově květní,neaplikovatelné,"Jedlé jsou jen květy; listy, kůra, semena a další části jsou toxické. Nesbírat z prašných ulic ani stromů po chemickém zásahu.",Používat jen květy a při první práci s druhem začít opatrně malým množstvím.,Běžný zdomácnělý druh; sběr jen z čistých míst a bez poškozování výhonů či stromů.,kurátorovaný botanický zdroj,D,S102,,"Květnová vlna přidává i silně voňavé květní využití s velkým důrazem na to, že jedlé jsou opravdu jen květy.",267,True,False,potrava,mene_zname,stredni,2,False,5,6,kvetni_cast,False,zavarenina,medium,True,True,False,False,False,bezny
R268,Humulus lupulus,chmel otáčivý,"původní, běžný",mladé výhonky a listy,potrava,jarní výhonky a listy vařené / syrové po menším množství,téměř zapomenuté,střední,"křoviny, břehy, nivy, remízky, okraje lesů a staré ploty",IV–V,nejmladší špičky výhonů a měkké listy před koncem května,Mladé výhonky krátce vařit nebo podusit jako jarní zeleninu; nejmladší listy lze po malém množství přidat i syrové do směsí.,"Krátké a hodnotné květnové okno pro výraznější divoké výhonky, které většina lidí spojuje spíš s pivem než s jídlem.","zelený, lehce chmelový, specifický",pryskyřičně bylinný,neaplikovatelné,Používat jen opravdu mladé části před koncem května; starší rychle hrubnou a ztrácejí kuchyňskou hodnotu.,,Sbírat jednotlivé špičky z hojných porostů bez strhávání celých lian.,kurátorovaný botanický zdroj,D,S103,,"Květnová vlna rozšiřuje výhonkový sběr i na druhy, které jsou dnes v kuchyňském použití skoro neviditelné.",268,False,False,potrava,temer_zapomenute,stredni,2,False,4,5,kombinovana_cast,True,ostatni_specialni,low,True,False,False,False,False,bezny
R269,Epilobium angustifolium,vrbovka úzkolistá,"původní, běžná","mladé výhonky, listy a poupata",potrava,jarní výhonky syrové / vařené / ledničkové pickles,téměř zapomenuté,střední,"lesní paseky, okraje cest v horách a podhůří, světliny, náspy, disturbované lesní okraje",V–VI,"mladé šťavnaté výhonky, jemné listy a neotevřená poupata před plným květem","Mladé výhonky a poupata používat syrové po menším množství, krátce je napařit nebo je naložit do ledničkových pickles.",Květnová a raně letní výhonková zelenina s překvapivě širokým rozsahem od čerstvého použití po jemnější pickles.,"jemně zelený, někdy lehce peprný",čerstvě bylinný,neaplikovatelné,Pozdější listy a stonky rychle tuhnou a hořknou; sběr má smysl jen opravdu časný a z čistých lokalit.,,Sbírat střídmě jen vrcholové části z běžných porostů a neničit celé plochy mladých výhonů.,kurátorovaný botanický + extension zdroj,D,S104,S105,"Květnová vlna přidává i rostlinu, která umí spojit čerstvý sběr s praktickým uchováním.",269,False,False,potrava,temer_zapomenute,stredni,2,True,5,6,kombinovana_cast,True,ostatni_specialni,low,True,False,False,False,False,bezny
R270,Epilobium angustifolium,vrbovka úzkolistá,"původní, běžná",mladé listy a vrcholky,pití,fermentované a sušené listy na Ivan čaj,známé hlavně v zahraničí,střední,"světliny, paseky, náspy, horské a podhorské disturbované lokality",V–VIII + fermentace + sušení,mladé listy a vrcholky v době před květem až na začátku nasazování poupat,"Listy nebo měkké vrcholky nechat zavadnout, narušit pletiva, krátce fermentovat a následně dosušit jako nečerný bylinný 'Ivan čaj'.","Tradičněji laděná fermentovaná čajová surovina, známější na severu a východě Evropy než u nás.","hladký, tmavší bylinný, lehce ovocný","jemně fermentovaný, čajový",neaplikovatelné,"Bez správného zavadnutí, fermentace a dosušení může surovina plesnivět; sbírat jen zdravé listy bez prachu.",Jako u silnějších bylinných čajů začínat rozumným množstvím.,Sbírat jen z hojných porostů a neodřezávat celé plochy vrcholových částí.,kurátorovaný botanický + technologický zdroj,D,S104,S106,"Květnové rozšíření vědomě přidává i zahraničněji známý fermentační směr, který odpovídá požadavku pronikat do tajů.",270,True,False,piti,zname_hlavne_v_zahranici,stredni,2,True,5,8,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R271,Silene vulgaris,silenka nadmutá,"původní, běžná lokálně",mladé výhonky a listy,potrava,mladé výhonky syrové / vařené před kvetením,známé hlavně v zahraničí,střední,"suché meze, stráně, louky, okraje cest a kamenitější trávníky",V–VI,krátké mladé výhonky a listy před rozkvětem,Mladé výhonky jíst po menším množství syrové nebo je krátce povařit; při větší hořkosti je vhodné je předem blanšírovat.,"Velmi ne-mainstreamová evropská jarní zelenina, která je u nás skoro neviditelná, ale jinde je ceněná.",sladce zelený s lehkou hořčinou,slabě bylinno-zelený,neaplikovatelné,Používat jen mladé části před květem a ne ve velkých objemech kvůli obsahu saponinů.,Nevhodné ve velkých dávkách; při citlivém trávení začínat malým množstvím a preferovat tepelnou úpravu.,Sbírat střídmě jen z hojných porostů a ne z lokalit podezřelých na těžké kovy či jinou zátěž.,kurátorovaný botanický zdroj,D,S107,,Květnová vlna úmyslně otevírá i druhy známé spíš v zahraničních regionálních kuchyních.,271,False,False,potrava,zname_hlavne_v_zahranici,stredni,2,False,5,6,kombinovana_cast,True,ostatni_specialni,low,True,False,False,False,False,lokalne_bezny
R272,Tragopogon pratensis,kozí brada luční,"původní, běžná","mladé stonky, poupata a listy",potrava,květní stonky a poupata vařené jako 'divoký chřest',téměř zapomenuté,střední,"louky, meze, pastviny, náspy a světlejší ruderální okraje",V–VI,mladé květní stonky a poupata před otevřením květů,Květní stonky s poupaty krátce povařit nebo podusit a podávat podobně jako divoký chřest; listy a mladé výhonky lze přidat i do polévky.,"Květnový 'chřestový' detail z luční rostliny, která se dnes téměř vůbec nečte jako kuchyňská.","jemně nasládlý, zeleninový",slabě bylinný,neaplikovatelné,Používat jen mladé stonky a poupata; starší části rychle dřevnatí a kvalita jde dolů.,,Sbírat střídmě z běžných lučních porostů a nepřerušovat celé populace v době květu.,kurátorovaný botanický zdroj,D,S108,,Květnové rozšíření posouvá dataset i směrem k lučním stonkovým a poupatovým jedlostem.,272,False,False,potrava,temer_zapomenute,stredni,2,False,5,6,listova_nadzemni_cast,False,ostatni_specialni,low,True,False,False,False,False,bezny
